label,normalized_topic,source_path,suggested_canonical,bucket,action,reason
2026-02-10-wave5d-recovered,todo,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/old-structure/Planning/Architecture/Libraries/UUIDManager/TODO.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/TODO.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,todo,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/old-structure/Planning/Architecture/Libraries/VoiceUIElements/TODO.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/TODO.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,todo,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/old-structure/Planning/Architecture/Managers/CommandsMGR/TODO.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/TODO.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,todo,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/old-structure/Planning/Architecture/Managers/CoreMGR/TODO.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/TODO.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,todo,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/old-structure/Planning/Architecture/Managers/DataMGR/TODO.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/TODO.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,todo,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/old-structure/Planning/Architecture/Managers/LicenseMGR/TODO.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/TODO.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,todo,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/old-structure/Planning/Architecture/Managers/LocalizationMGR/TODO.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/TODO.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/project-standards/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/protocols/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ImplementationInstructions/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/migration/Project_CodingInstructions/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/Technical/manuals/developer/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/templates/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/android/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/architecture/alternatives/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/competitive/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/ideacode/specs/007-vscode-extension/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/ios/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/magiccode/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/performance/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/templates/commandoverlay/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/universal/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/AVA/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/AVID/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/Common/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/Database/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/LLM/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/NewAvanues-Developer-Manual/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/NLU/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/RAG/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/VoiceOS/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/VoiceOSCoreNG/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/MasterDocs/WebAvanue/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/Migration/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/manuals/developer/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/manuals/user/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/audit/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/CommandManager/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/DeviceManager/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/HUDManager/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/LicenseManager/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/LocalizationManager/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/PluginSystem/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/SpeechRecognition/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/Translation/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/UUIDCreator/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/voice-accessibility/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/VoiceCursor/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/VoiceDataManager/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/VoiceKeyboard/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/VoiceOSCore/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/VoiceRecognition/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/VoiceUI/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/modules/VoiceUIElements/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/references/ideadev-methodology/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/scripts/development/vos3-decoder/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/scripts/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Specs/001-aicore-integration/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/deprecated-modules-251026/MagicElements/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/deprecated-modules-251026/MagicUI/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/deprecated-protocols/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/Archive/reorganization-backup-20251015-122542/scripts/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/manuals/user/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/modules/VoiceOSCore/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/testingProtocol/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,readme,/Volumes/M-Drive/Coding/NewAvanues/Docs/WebAvanue/shared-libs/voice/README.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ideacode/design-standards/README.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,backlog,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/migration/BACKLOG.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/BACKLOG.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,backlog,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/ProjectInstructions/backlog.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/BACKLOG.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,backlog,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/BACKLOG.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/BACKLOG.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,backlog,/Volumes/M-Drive/Coding/NewAvanues/Docs/VoiceOS/Technical/project/backlog.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/AVA/BACKLOG.md,B,needs_manual_review,Recovered queue item in Docs/VoiceOS scope; staged for manual review.
2026-02-10-wave5d-recovered,avanues-checkpoint,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/sessions/Avanues-checkpoint-51311-V1.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/context/Avanues-checkpoint-50311-V1.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
2026-02-10-wave5d-recovered,avanues-plan,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/MasterSpecs/001-database-hybrid-ipc-architecture-process-isolation-with-aidl-contentprovider-for-cross-app-sharing-20mb-memory-savings/Avanues-plan-50712-V1.md,/Volumes/M-Drive/Coding/NewAvanues/Docs/Avanues/ideacode/specs/001-avanues-ecosystem-master/Avanues-plan-51911-V1.md,OUTSIDE_B,skipped_bucket_filter,Outside Docs/VoiceOS scope for wave5d bucket-B run.
